study_id,name,value
dlr_2016_jole,owe_lb,-1.016
dlr_2016_jole,owe_ub,0.484
dlr_2016_jole,group,Teens
dlr_2016_jole,overall,0
dlr_2016_jole,country,US
dlr_2016_jole,averaged,0
dlr_2016_jole,owe_reported,0
dlr_2016_jole,published,1
dlr_2016_jole,authors,"Arindrajit Dube, T. William Lester and Michael Reich"
dlr_2016_jole,year,2016
dlr_2016_jole,title,"Minimum Wage Shocks, Employment Flows, and Labor Market Frictions"
dlr_2016_jole,journal,Journal of Labor Economics
dlr_2016_jole,url,https://doi.org/10.1086/685449
dlr_2016_jole,source,"Wage and employment elasticities from Table 3, specification 2. Authors communicated that teens is the preferred group."
dlr_2016_jole,data_version,0.6.0
dnr_2007_ilrr,study,Dube Naidu Reich 2007
dnr_2007_ilrr,owe_b,0.296
dnr_2007_ilrr,owe_se,0.622
dnr_2007_ilrr,owe_lb,-0.924
dnr_2007_ilrr,owe_ub,1.516
dnr_2007_ilrr,group,Restaurants
dnr_2007_ilrr,overall,0
dnr_2007_ilrr,country,US
dnr_2007_ilrr,averaged,0
dnr_2007_ilrr,owe_reported,0
dnr_2007_ilrr,published,1
dnr_2007_ilrr,authors,"Arindrajit Dube, Suresh Naidu and Michael Reich"
dnr_2007_ilrr,year,2007
dnr_2007_ilrr,title,The Economic Effects of a Citywide Minimum Wage
dnr_2007_ilrr,journal,ILR Review
dnr_2007_ilrr,url,https://doi.org/10.1177/001979390706000404
dnr_2007_ilrr,source,"Employment log change from Table 7, panel ""Ln(employment)"", specification 1 (""Full sample""). Wage effect from Table 2, specification 1 (""Full sample""), divided by 10.22, the Table 1, Wave 1, Treatment Group, Average Wage."
dnr_2007_ilrr,data_version,0.6.0
dl_2021_jep,study,Dube and Lindner 2021
dl_2021_jep,owe_b,-0.12
dl_2021_jep,owe_se,0.38
dl_2021_jep,owe_lb,-0.865
dl_2021_jep,owe_ub,0.625
dl_2021_jep,group,Low wage jobs
dl_2021_jep,overall,1
dl_2021_jep,country,US
dl_2021_jep,averaged,0
dl_2021_jep,owe_reported,1
dl_2021_jep,published,1
dl_2021_jep,authors,Arindrajit Dube and Attila Lindner
dl_2021_jep,year,2021
dl_2021_jep,title,City Limits: What Do Local-Area Minimum Wages Do?
dl_2021_jep,journal,Journal of Economic Perspectives
dl_2021_jep,url,https://doi.org/10.1257/jep.35.1.27
dl_2021_jep,source,"Own-wage elasticity reported in Figure 3, Panel B."
dl_2021_jep,data_version,0.6.0
dz_2015_wp,study,Dube and Zipperer 2015
dz_2015_wp,owe_b,-0.135
dz_2015_wp,owe_se,0.249
dz_2015_wp,owe_lb,-0.622
dz_2015_wp,owe_ub,0.352
dz_2015_wp,group,Teens
dz_2015_wp,overall,0
dz_2015_wp,country,US
dz_2015_wp,averaged,0
dz_2015_wp,owe_reported,0
dz_2015_wp,published,0
dz_2015_wp,authors,Arindrajit Dube and Ben Zipperer
dz_2015_wp,year,2015
dz_2015_wp,title,Pooling Multiple Case Studies Using Synthetic Controls: An Application to Minimum Wage Policies
dz_2015_wp,journal,IZA Discussion Paper
dz_2015_wp,url,https://docs.iza.org/dp8944.pdf
dz_2015_wp,source,"Employment and wage elasticities from Table 6, Hodges-Lehmann estimate, with standard errors interpolated from the confidence interval."
dz_2015_wp,data_version,0.6.0
dlsub_2022_qje,study,Dustmann Lindner Schönberg Umkehrer Berge 2022
dlsub_2022_qje,owe_b,0.03
dlsub_2022_qje,owe_se,0.12
dlsub_2022_qje,owe_lb,-0.205
dlsub_2022_qje,owe_ub,0.265
dlsub_2022_qje,group,"Overall, ages 18-60"
dlsub_2022_qje,overall,1
dlsub_2022_qje,country,Germany
dlsub_2022_qje,averaged,0
dlsub_2022_qje,owe_reported,1
dlsub_2022_qje,published,1
dlsub_2022_qje,authors,"Christian Dustmann, Attila Lindner, Uta Schönberg, Matthias Umkehrer and Philipp vom Berge"
dlsub_2022_qje,year,2022
dlsub_2022_qje,title,Reallocation Effects of the Minimum Wage
dlsub_2022_qje,journal,Quarterly Journal of Economics
dlsub_2022_qje,url,https://doi.org/10.1093/qje/qjab028
dlsub_2022_qje,source,Own-wage elasticity reported in footnote 27 on page 316.
dlsub_2022_qje,data_version,0.6.0
em_2014_sej,study,Even and Macpherson 2014
em_2014_sej,owe_b,-0.782
em_2014_sej,owe_se,0.288
em_2014_sej,owe_lb,-1.346
em_2014_sej,owe_ub,-0.217
em_2014_sej,group,Restaurants
em_2014_sej,overall,0
em_2014_sej,country,US
em_2014_sej,averaged,0
em_2014_sej,owe_reported,0
em_2014_sej,published,1
em_2014_sej,authors,William E. Even and David A. Macpherson
em_2014_sej,year,2014
em_2014_sej,title,The Effect of the Tipped Minimum Wage on Employees in the U.S. Restaurant Industry
em_2014_sej,journal,Southern Economic Journal
em_2014_sej,url,https://doi.org/10.4284/0038-4038-2012.283
em_2014_sej,source,"Sum of the headline and tipped wage and employment elasticities to approximate the effect of a marginal increase in both the headline and tipped minimum wage. Wage elasticities from Table 1 and employment elasticities from Table 2, using specification 1 (Full service, 1990:1 to 2011:4, no state-specific time trends), rows ""Log of Tipped Minimum Wage"" and ""Log of Minimum Wage"". Standard errors assume no covariance between the tipped and headline minimum wage effect estimates. Standard errors calculated from t-statistics assuming normal distribution."
em_2014_sej,data_version,0.6.0
gs_2016_ilrr,study,Gittings and Schmutte 2016
gs_2016_ilrr,owe_b,0
gs_2016_ilrr,owe_se,0.75
gs_2016_ilrr,owe_lb,-1.47
gs_2016_ilrr,owe_ub,1.47
gs_2016_ilrr,group,Teens
gs_2016_ilrr,overall,0
gs_2016_ilrr,country,US
gs_2016_ilrr,averaged,0
gs_2016_ilrr,owe_reported,0
gs_2016_ilrr,published,1
gs_2016_ilrr,authors,R. Kaj Gittings and Ian M. Schmutte
gs_2016_ilrr,year,2016
gs_2016_ilrr,title,"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover"
gs_2016_ilrr,journal,ILR Review
gs_2016_ilrr,url,https://doi.org/10.1177/0019793915623519
gs_2016_ilrr,source,"Earnings elasticity from Table 4, Panel A, specification ""Log (earnings)"". Employment semi-elasticity from Table 4, Panel A, specification ""Employment / Population"", divided by 0.28, the mean QWI Teen end-of-quarter EPOP from Table 1."
gs_2016_ilrr,data_version,0.6.0
giuliano_2013_jole,study,Giuliano 2013
giuliano_2013_jole,owe_b,-0.59
giuliano_2013_jole,owe_se,0.613
giuliano_2013_jole,owe_lb,-1.791
giuliano_2013_jole,owe_ub,0.611
giuliano_2013_jole,group,"Teens, Retail"
giuliano_2013_jole,overall,0
giuliano_2013_jole,country,US
giuliano_2013_jole,averaged,0
giuliano_2013_jole,owe_reported,1
giuliano_2013_jole,published,1
giuliano_2013_jole,authors,Laura Giuliano
giuliano_2013_jole,year,2013
giuliano_2013_jole,title,"Minimum Wage Effects on Employment, Substitution, and the Teenage Labor Supply: Evidence from Personnel Data"
giuliano_2013_jole,journal,Journal of Labor Economics
giuliano_2013_jole,url,https://doi.org/10.1086/666921
giuliano_2013_jole,source,"Own-wage elasticity reported in Table 4, column 6. Standard error calculated using our usual approximation, dividing Table 4 employment effect by Table 1, All stores FTE mean."
giuliano_2013_jole,data_version,0.6.0
gjlwwx_2024_jole,study,Giupponi Joyce Lindner Waters Wernham Xu 2024
gjlwwx_2024_jole,owe_b,-0.2
gjlwwx_2024_jole,owe_se,0.32
gjlwwx_2024_jole,owe_lb,-0.827
gjlwwx_2024_jole,owe_ub,0.427
gjlwwx_2024_jole,group,Overall
gjlwwx_2024_jole,overall,1
gjlwwx_2024_jole,country,UK
gjlwwx_2024_jole,averaged,0
gjlwwx_2024_jole,owe_reported,1
gjlwwx_2024_jole,published,1
gjlwwx_2024_jole,authors,"Giulia Giupponi, Robert Joyce, Attila Lindner, Tom Waters, Thomas Wernham and Xiaowei Xu"
gjlwwx_2024_jole,year,2024
gjlwwx_2024_jole,title,The Employment and Distributional Impacts of Nationwide Minimum Wage Changes
gjlwwx_2024_jole,journal,Journal of Labor Economics
gjlwwx_2024_jole,url,https://www.dropbox.com/s/esmr58nm6mbs0zu/JOLE_NLW.pdf
gjlwwx_2024_jole,source,"Own-wage elasticity reported in Table 2, Panel A."
gjlwwx_2024_jole,data_version,0.6.0
gr_2021_ir,study,Godoey and Reich 2021
gr_2021_ir,owe_b,0.124
gr_2021_ir,owe_se,NA
gr_2021_ir,owe_lb,NA
gr_2021_ir,owe_ub,NA
gr_2021_ir,group,High school or less
gr_2021_ir,overall,1
gr_2021_ir,country,US
gr_2021_ir,averaged,0
gr_2021_ir,owe_reported,1
gr_2021_ir,published,1
gr_2021_ir,authors,Anna Godoey and Michael Reich
gr_2021_ir,year,2021
gr_2021_ir,title,Are Minimum Wage Effects Greater in Low-Wage Areas?
gr_2021_ir,journal,Industrial Relations
gr_2021_ir,url,https://doi.org/10.1111/irel.12267
gr_2021_ir,source,"Own-wage elasticity reported in Table A2, sample: High school or less, specification 1 (All)."
gr_2021_ir,data_version,0.6.0
grwa_2024_jhr,study,Godøy Reich Wursten Allegretto 2024
grwa_2024_jhr,owe_b,0.09
grwa_2024_jhr,owe_se,0.41
grwa_2024_jhr,owe_lb,-0.714
grwa_2024_jhr,owe_ub,0.894
grwa_2024_jhr,group,Low wage jobs
grwa_2024_jhr,overall,1
grwa_2024_jhr,country,US
grwa_2024_jhr,averaged,0
grwa_2024_jhr,owe_reported,1
grwa_2024_jhr,published,1
grwa_2024_jhr,authors,"Anna Godøy, Michael Reich, Jesse Wursten and Sylvia Allegretto"
grwa_2024_jhr,year,2024
grwa_2024_jhr,title,Parental Labor Supply: Evidence from Minimum Wage Changes
grwa_2024_jhr,journal,The Journal of Human Resources
grwa_2024_jhr,url,https://doi.org/10.3368/jhr.1119-10540R2
grwa_2024_jhr,source,"Own-wage elasticity reported in Table 2, column ""Any, Any""."
grwa_2024_jhr,data_version,0.6.0
ghks_2021_jole,study,Gopalan Hamilton Kalda Sovich 2021
ghks_2021_jole,owe_b,-0.38
ghks_2021_jole,owe_se,NA
ghks_2021_jole,owe_lb,NA
ghks_2021_jole,owe_ub,NA
ghks_2021_jole,group,Overall
ghks_2021_jole,overall,1
ghks_2021_jole,country,US
ghks_2021_jole,averaged,0
ghks_2021_jole,owe_reported,1
ghks_2021_jole,published,1
ghks_2021_jole,authors,"Radhakrishnan Gopalan, Barton H. Hamilton, Ankit Kalda and David Sovich"
ghks_2021_jole,year,2021
ghks_2021_jole,title,"State Minimum Wages, Employment, and Wage Spillovers: Evidence from Administrative Payroll Data"
ghks_2021_jole,journal,Journal of Labor Economics
ghks_2021_jole,url,https://doi.org/10.1086/711355
ghks_2021_jole,source,"Own-wage elasticity reported on page 696 for total employment (""implied total labor demand elasticity""). Other own-wage elasticities are reported but this seems to be the broadest."
ghks_2021_jole,data_version,0.6.0
ht_2023_jpubeco,study,Hampton and Totty 2023
ht_2023_jpubeco,owe_b,0.072
ht_2023_jpubeco,owe_se,0.038
ht_2023_jpubeco,owe_lb,-0.003
ht_2023_jpubeco,owe_ub,0.146
ht_2023_jpubeco,group,Low wage workers
ht_2023_jpubeco,overall,1
ht_2023_jpubeco,country,US
ht_2023_jpubeco,averaged,1
ht_2023_jpubeco,owe_reported,1
ht_2023_jpubeco,published,1
ht_2023_jpubeco,authors,Matt Hampton and Evan Totty
ht_2023_jpubeco,year,2023
ht_2023_jpubeco,title,"Minimum wages, retirement timing, and labor supply"
ht_2023_jpubeco,journal,Journal of Public Economics
ht_2023_jpubeco,url,https://doi.org/10.1016/j.jpubeco.2023.104924
ht_2023_jpubeco,source,"Weighted average of the own-wage elasticities reported in Table 7, where the weights are the sample sizes in Panel A. Standard errors for each group are calculated from the confidence interval span divided by 2 times 1.96."
ht_2023_jpubeco,data_version,0.6.0
hkz_2015_ir,study,Hirsch Kaufman Zelenska 2015
hkz_2015_ir,owe_b,0.392
hkz_2015_ir,owe_se,0.328
hkz_2015_ir,owe_lb,-0.251
hkz_2015_ir,owe_ub,1.035
hkz_2015_ir,group,Restaurants
hkz_2015_ir,overall,0
hkz_2015_ir,country,US
hkz_2015_ir,averaged,0
hkz_2015_ir,owe_reported,1
hkz_2015_ir,published,1
hkz_2015_ir,authors,"Barry T. Hirsch, Bruce E. Kaufman and Tetyana Zelenska"
hkz_2015_ir,year,2015
hkz_2015_ir,title,Minimum Wage Channels of Adjustment
hkz_2015_ir,journal,Industrial Relations
hkz_2015_ir,url,https://doi.org/10.1111/irel.12091
hkz_2015_ir,source,"Own-wage elasticity reported in Table 5, specification 7 (IV, Store FE), which authors refer to as their ""preferred employment elasticity"" on page 218."
hkz_2015_ir,data_version,0.6.0
jlpivw_2022_aejep,study,Jardim Long Plotnick Inwegen Vigdor Wething 2022
jlpivw_2022_aejep,owe_b,-1.75
jlpivw_2022_aejep,owe_se,NA
jlpivw_2022_aejep,owe_lb,NA
jlpivw_2022_aejep,owe_ub,NA
jlpivw_2022_aejep,group,Low wage jobs
jlpivw_2022_aejep,overall,1
jlpivw_2022_aejep,country,US
jlpivw_2022_aejep,averaged,0
jlpivw_2022_aejep,owe_reported,1
jlpivw_2022_aejep,published,1
jlpivw_2022_aejep,authors,"Ekaterina Jardim, Mark C. Long, Robert Plotnick, Emma van Inwegen, Jacob Vigdor and Hilary Wething"
jlpivw_2022_aejep,year,2022
jlpivw_2022_aejep,title,Minimum-Wage Increases and Low-Wage Employment: Evidence from Seattle
jlpivw_2022_aejep,journal,American Economic Journal: Economic Policy
jlpivw_2022_aejep,url,https://doi.org/10.1257/pol.20180578
jlpivw_2022_aejep,source,"Wage elasticity from Table 6a, specification ""SC levels"", row ""2016:III"". Employment elasticity from Table 6c, specification ""SC levels"", row ""2016:III"". Communication with authors suggests synthetic control ""levels"" specification."
jlpivw_2022_aejep,data_version,0.6.0
jnrl_2022_wp,study,Jha Neumark Rodriguez-Lopez 2022
jnrl_2022_wp,owe_b,-1.485
jnrl_2022_wp,owe_se,0.89
jnrl_2022_wp,owe_lb,-3.23
jnrl_2022_wp,owe_ub,0.261
jnrl_2022_wp,group,Restaurants
jnrl_2022_wp,overall,0
jnrl_2022_wp,country,US
jnrl_2022_wp,averaged,0
jnrl_2022_wp,owe_reported,0
jnrl_2022_wp,published,0
jnrl_2022_wp,authors,"Priyaranjan Jha, David Neumark and Antonio Rodriguez-Lopez"
jnrl_2022_wp,year,2022
jnrl_2022_wp,title,What’s across the Border? Re-Evaluating the Cross-Border Evidence on Minimum Wage Effects
jnrl_2022_wp,journal,IZA Discussion Paper
jnrl_2022_wp,url,https://docs.iza.org/dp15282.pdf
jnrl_2022_wp,source,"Wage and employment elasticities from Table 3, specification 1."
jnrl_2022_wp,data_version,0.6.0
kln_2023_wp,study,Karabarbounis Lise Nath 2023
kln_2023_wp,owe_b,-1.103
kln_2023_wp,owe_se,NA
kln_2023_wp,owe_lb,NA
kln_2023_wp,owe_ub,NA
kln_2023_wp,group,Low-wage establishments
kln_2023_wp,overall,1
kln_2023_wp,country,US
kln_2023_wp,averaged,1
kln_2023_wp,owe_reported,0
kln_2023_wp,published,0
kln_2023_wp,authors,"Loukas Karabarbounis, Jeremy Lise and Anusha Nath"
kln_2023_wp,year,2023
kln_2023_wp,title,Minimum Wages and Labor Markets in the Twin Cities
kln_2023_wp,journal,NBER Working Paper
kln_2023_wp,url,https://www.nber.org/system/files/working_papers/w30239/w30239.pdf
kln_2023_wp,source,"Simple average of Minneapolis and St. Paul elasticities from Table 2, Baseline panel, 2021 values. Wage elasticities from ""Wage"" columns and employment elasticities from ""Jobs"" columns. Authors refer to Table 2 estimates in a discussion of own-wage elasticities in Section 5.3."
kln_2023_wp,data_version,0.6.0
kk_1992_ilrr,study,Katz and Krueger 1992
kk_1992_ilrr,owe_b,1.734
kk_1992_ilrr,owe_se,0.934
kk_1992_ilrr,owe_lb,-0.097
kk_1992_ilrr,owe_ub,3.565
kk_1992_ilrr,group,Restaurants
kk_1992_ilrr,overall,0
kk_1992_ilrr,country,US
kk_1992_ilrr,averaged,0
kk_1992_ilrr,owe_reported,1
kk_1992_ilrr,published,1
kk_1992_ilrr,authors,Lawrence F. Katz and Alan B. Krueger
kk_1992_ilrr,year,1992
kk_1992_ilrr,title,The Effect of Minimum Wages on the Fast-Food Industry
kk_1992_ilrr,journal,ILR Review
kk_1992_ilrr,url,https://doi.org/10.1177/001979399204600102
kk_1992_ilrr,source,"Own-wage elasticity reported in Table 5, specification 2."
kk_1992_ilrr,data_version,0.6.0
kt_1995_jbes,study,Kim and Taylor 1995
kt_1995_jbes,owe_b,-0.879
kt_1995_jbes,owe_se,0.133
kt_1995_jbes,owe_lb,-1.14
kt_1995_jbes,owe_ub,-0.618
kt_1995_jbes,group,Retail
kt_1995_jbes,overall,0
kt_1995_jbes,country,US
kt_1995_jbes,averaged,0
kt_1995_jbes,owe_reported,1
kt_1995_jbes,published,1
kt_1995_jbes,authors,Taeil Kim and Lowell J. Taylor
kt_1995_jbes,year,1995
kt_1995_jbes,title,The Employment Effect in Retail Trade of California’s 1988 Minimum Wage Increase
kt_1995_jbes,journal,Journal of Business & Economic Statistics
kt_1995_jbes,url,https://doi.org/10.1080/07350015.1995.10524591
kt_1995_jbes,source,"Own-wage elasticity reported in Table 4, specification 8 (IV)."
kt_1995_jbes,data_version,0.6.0
leung_2021_restat,study,Leung 2021
leung_2021_restat,owe_b,0.034
leung_2021_restat,owe_se,0.654
leung_2021_restat,owe_lb,-1.249
leung_2021_restat,owe_ub,1.316
leung_2021_restat,group,Groceries
leung_2021_restat,overall,0
leung_2021_restat,country,US
leung_2021_restat,averaged,0
leung_2021_restat,owe_reported,0
leung_2021_restat,published,1
leung_2021_restat,authors,Justin H. Leung
leung_2021_restat,year,2021
leung_2021_restat,title,Minimum Wage and Real Wage Inequality: Evidence from Pass-Through to Retail Prices
leung_2021_restat,journal,The Review of Economics and Statistics
leung_2021_restat,url,https://doi.org/10.1162/rest_a_00915
leung_2021_restat,source,"Earnings and employment elasticities from Table 4, specification 2 (Grocery). Paper includes results for other sectors, but the main focus appears to be grocery stores where price effects are clear."
leung_2021_restat,data_version,0.6.0
lhr_2016_labour,study,Liu Hyclack Regmi 2016
lhr_2016_labour,owe_b,-0.828
lhr_2016_labour,owe_se,0.254
lhr_2016_labour,owe_lb,-1.326
lhr_2016_labour,owe_ub,-0.329
lhr_2016_labour,group,Teens
lhr_2016_labour,overall,0
lhr_2016_labour,country,US
lhr_2016_labour,averaged,0
lhr_2016_labour,owe_reported,0
lhr_2016_labour,published,1
lhr_2016_labour,authors,"Shanshan Liu, Thomas J. Hyclack and Krishna Regmi"
lhr_2016_labour,year,2016
lhr_2016_labour,title,Impact of the Minimum Wage on Youth Labor Markets
lhr_2016_labour,journal,Labour
lhr_2016_labour,url,https://doi.org/10.1111/labr.12071
lhr_2016_labour,source,"Employment and wage elasticities from Table 2, specifications ""14-18"", Panel B."
lhr_2016_labour,data_version,0.6.0
mmr_2003_jeea,study,Machin Manning Rahman 2003
mmr_2003_jeea,owe_b,-0.453
mmr_2003_jeea,owe_se,0.251
mmr_2003_jeea,owe_lb,-0.945
mmr_2003_jeea,owe_ub,0.039
mmr_2003_jeea,group,Nursing homes
mmr_2003_jeea,overall,0
mmr_2003_jeea,country,UK
mmr_2003_jeea,averaged,1
mmr_2003_jeea,owe_reported,1
mmr_2003_jeea,published,1
mmr_2003_jeea,authors,"Stephen Machin, Alan Manning and Lupin Rahman"
mmr_2003_jeea,year,2003
mmr_2003_jeea,title,Where the Minimum Wage Bites Hard: Introduction of Minimum Wages to a Low Wage Sector
mmr_2003_jeea,journal,Journal of the European Economic Association
mmr_2003_jeea,url,https://doi.org/10.1162/154247603322256792
mmr_2003_jeea,source,"Simple average of own-wage elasticities reported in Table 6, specifications 7 and 8, panel ""Change in log number employed""."
mmr_2003_jeea,data_version,0.6.0
monras_2019_jole,study,Monras 2019
monras_2019_jole,owe_b,-0.667
monras_2019_jole,owe_se,NA
monras_2019_jole,owe_lb,NA
monras_2019_jole,owe_ub,NA
monras_2019_jole,group,High school or less
monras_2019_jole,overall,1
monras_2019_jole,country,US
monras_2019_jole,averaged,0
monras_2019_jole,owe_reported,1
monras_2019_jole,published,1
monras_2019_jole,authors,Joan Monras
monras_2019_jole,year,2019
monras_2019_jole,title,Minimum Wages and Spatial Equilibrium: Theory and Evidence
monras_2019_jole,journal,Journal of Labor Economics
monras_2019_jole,url,https://doi.org/10.1086/702650
monras_2019_jole,source,"Own-wage elasticity reported in Table 3, specification ""Model 4"", row ""Implied local labor demand elasticity, FTE"". Specification confirmed with author by email."
monras_2019_jole,data_version,0.6.0
nagr_2019_wp,study,Nadler Allegretto Godoey Reich 2019
nagr_2019_wp,owe_b,0.21
nagr_2019_wp,owe_se,0.201
nagr_2019_wp,owe_lb,-0.184
nagr_2019_wp,owe_ub,0.604
nagr_2019_wp,group,Restaurants
nagr_2019_wp,overall,0
nagr_2019_wp,country,US
nagr_2019_wp,averaged,0
nagr_2019_wp,owe_reported,0
nagr_2019_wp,published,0
nagr_2019_wp,authors,"Carl Nadler, Sylvia Allegretto, Anna Godoey and Michael Reich"
nagr_2019_wp,year,2019
nagr_2019_wp,title,Are Local Minimum Wages Too High and How Could We Even Know?
nagr_2019_wp,journal,IRLE Working Paper
nagr_2019_wp,url,http://irle.berkeley.edu/files/2019/04/Are-Local-Minimum-Wages-Too-High.pdf
nagr_2019_wp,source,"Earnings elasticity from Table 3, specification 2, panel B. Employment elasticity from Table 3, specification 4, panel B."
nagr_2019_wp,data_version,0.6.0
nsw_2004_jhr,study,Neumark Schweitzer Wascher 2004
nsw_2004_jhr,owe_b,-0.227
nsw_2004_jhr,owe_se,0.263
nsw_2004_jhr,owe_lb,-0.742
nsw_2004_jhr,owe_ub,0.288
nsw_2004_jhr,group,Low wage incumbents
nsw_2004_jhr,overall,1
nsw_2004_jhr,country,US
nsw_2004_jhr,averaged,1
nsw_2004_jhr,owe_reported,0
nsw_2004_jhr,published,1
nsw_2004_jhr,authors,"David Neumark, Mark Schweitzer and William Wascher"
nsw_2004_jhr,year,2004
nsw_2004_jhr,title,Minimum Wage Effects throughout the Distribution
nsw_2004_jhr,journal,The Journal of Human Resources
nsw_2004_jhr,url,https://doi.org/10.3368/jhr.XXXIX.2.425
nsw_2004_jhr,source,Weighted average
nsw_2004_jhr,data_version,0.6.0
nn_2007_jhr,study,Neumark and Nizalova 2007
nn_2007_jhr,owe_b,-0.913
nn_2007_jhr,owe_se,0.579
nn_2007_jhr,owe_lb,-2.048
nn_2007_jhr,owe_ub,0.222
nn_2007_jhr,group,Teens
nn_2007_jhr,overall,0
nn_2007_jhr,country,US
nn_2007_jhr,averaged,0
nn_2007_jhr,owe_reported,0
nn_2007_jhr,published,1
nn_2007_jhr,authors,David Neumark and Olena Nizalova
nn_2007_jhr,year,2007
nn_2007_jhr,title,Minimum Wage Effects in the Longer Run
nn_2007_jhr,journal,The Journal of Human Resources
nn_2007_jhr,url,https://doi.org/10.3368/jhr.XLII.2.435
nn_2007_jhr,source,"Wage elasticity from Table 2, specification 1, panel ""16-19"". Employment semi-elasticity from Table 2, specification 2, panel ""16-19"", divided by 46.45, the mean employment from Table 1, specification ""16-19-year olds"", ""Whole sample""."
nn_2007_jhr,data_version,0.6.0
oz_2008_ilrr,study,Orrenius and Zavodny 2008
oz_2008_ilrr,owe_b,-0.4
oz_2008_ilrr,owe_se,0.401
oz_2008_ilrr,owe_lb,-1.186
oz_2008_ilrr,owe_ub,0.386
oz_2008_ilrr,group,"Less than High School, Immigrants, ages 20-54"
oz_2008_ilrr,overall,0
oz_2008_ilrr,country,US
oz_2008_ilrr,averaged,0
oz_2008_ilrr,owe_reported,0
oz_2008_ilrr,published,1
oz_2008_ilrr,authors,Pia M. Orrenius and Madeline Zavodny
oz_2008_ilrr,year,2008
oz_2008_ilrr,title,The Effect of Minimum Wages on Immigrants' Employment and Earnings
oz_2008_ilrr,journal,ILR Review
oz_2008_ilrr,url,https://doi.org/10.1177/001979390806100406
oz_2008_ilrr,source,"Wage elasticity from Table 3, row ""Less-Educated Immigrants"", specification 2. Employment elasticity from Table 4, panel A (""Real Minimum Wage""), row ""Less-Educated Immigrants"", specification 2."
oz_2008_ilrr,data_version,0.6.0
rms_2022_restat,study,Renkin Montialoux Siegenthaler 2022
rms_2022_restat,owe_b,-0.093
rms_2022_restat,owe_se,0.446
rms_2022_restat,owe_lb,-0.967
rms_2022_restat,owe_ub,0.782
rms_2022_restat,group,Groceries
rms_2022_restat,overall,0
rms_2022_restat,country,US
rms_2022_restat,averaged,0
rms_2022_restat,owe_reported,0
rms_2022_restat,published,1
rms_2022_restat,authors,"Tobias Renkin, Claire Montialoux and Michael Siegenthaler"
rms_2022_restat,year,2022
rms_2022_restat,title,The Pass-Through of Minimum Wages into U.S. Retail Prices: Evidence from Supermarket Scanner Data
rms_2022_restat,journal,The Review of Economics and Statistics
rms_2022_restat,url,https://doi.org/10.1162/rest_a_00981
rms_2022_restat,source,"Wage and employment elasticities from Table 4, specification Grocery Stores, specification 1 (""Baseline""): wage elasticity from Panel A and employment elasticity from Panel B. The table also presents results for retail and restaurants but the focus of the paper is groceries."
rms_2022_restat,data_version,0.6.0
ruffini_2022_restat,study,Ruffini 2022
ruffini_2022_restat,owe_b,0.261
ruffini_2022_restat,owe_se,0.202
ruffini_2022_restat,owe_lb,-0.134
ruffini_2022_restat,owe_ub,0.656
ruffini_2022_restat,group,"Nursing homes, High school or less"
ruffini_2022_restat,overall,0
ruffini_2022_restat,country,US
ruffini_2022_restat,averaged,0
ruffini_2022_restat,owe_reported,0
ruffini_2022_restat,published,1
ruffini_2022_restat,authors,Krista Ruffini
ruffini_2022_restat,year,2022
ruffini_2022_restat,title,"Worker Earnings, Service Quality, and Firm Profitability: Evidence from Nursing Homes and Minimum Wage Reforms"
ruffini_2022_restat,journal,The Review of Economics and Statistics
ruffini_2022_restat,url,https://doi.org/10.1162/rest_a_01271
ruffini_2022_restat,source,"Wage elasticity from Table 2, specification 3. Employment elasticity from Table 3, specification 5. Author communicated these preferred elasticities by email."
ruffini_2022_restat,data_version,0.6.0
sabia_2008_jpam,study,Sabia 2008
sabia_2008_jpam,owe_b,-0.888
sabia_2008_jpam,owe_se,NA
sabia_2008_jpam,owe_lb,NA
sabia_2008_jpam,owe_ub,NA
sabia_2008_jpam,group,"Single Mothers, Less than High School"
sabia_2008_jpam,overall,0
sabia_2008_jpam,country,US
sabia_2008_jpam,averaged,0
sabia_2008_jpam,owe_reported,0
sabia_2008_jpam,published,1
sabia_2008_jpam,authors,Joseph J. Sabia
sabia_2008_jpam,year,2008
sabia_2008_jpam,title,Minimum Wages and the Economic Well-Being of Single Mothers
sabia_2008_jpam,journal,Journal of Policy Analysis and Management
sabia_2008_jpam,url,https://doi.org/10.1002/pam.20379
sabia_2008_jpam,source,"Wage elasticity from Table 4, row ""Single mothers with < high school education"", column ""Estimated Elasticity"". Employment elasticity from Table 5, Panel II (""< HS Education""), row ""Min. wage elasticity"", specification 1 (Employment)."
sabia_2008_jpam,data_version,0.6.0
sabia_2009_ir,study,Sabia 2009
sabia_2009_ir,owe_b,-1.874
sabia_2009_ir,owe_se,0.517
sabia_2009_ir,owe_lb,-2.888
sabia_2009_ir,owe_ub,-0.86
sabia_2009_ir,group,Teens
sabia_2009_ir,overall,0
sabia_2009_ir,country,US
sabia_2009_ir,averaged,0
sabia_2009_ir,owe_reported,0
sabia_2009_ir,published,1
sabia_2009_ir,authors,Joseph J. Sabia
sabia_2009_ir,year,2009
sabia_2009_ir,title,Identifying Minimum Wage Effects: New Evidence from Monthly CPS Data
sabia_2009_ir,journal,Industrial Relations
sabia_2009_ir,url,https://doi.org/10.1111/j.1468-232X.2009.00559.x
